"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"1861"	"Phocaeicola massiliensis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.02973932577627	0	0.34613275640338	0.00293004068314045	0.0100092648511476	0.00022687677513189	0.000765437298847527	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	396
"1862"	"Prevotella copri clade A"	"Diagnosis"	"CD"	"diagnosisCD"	-0.481440016899023	0	0.16416638033585	0.00336099134650526	0.0112647977548392	0.00145654101200088	0.0038261375837635	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	289
"1863"	"Bacteroides intestinalis"	"Abx"	"Used"	"antibioticsYes"	0.720055105183537	0	0.250959473895445	0.00411500184073708	0.0134911301959736	0.000562491397510079	0.00165919250215263	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	158
"1864"	"Bacteroides salyersiae"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.49980584454297	0	0.525818800663564	0.00434007713111545	0.0140872270999993	0.00302643997784724	0.00743237352699229	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	150
"1865"	"Clostridium sp. 1001270H 150608 G6"	"Age"	"Age"	"age"	0.231569626799474	0	0.0836319390563021	0.0056243520473306	0.0172527219787818	0.0567443631647769	0.0901083421082774	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	141
"1866"	"Dysosmobacter welbionis"	"Diagnosis"	"CD"	"diagnosisCD"	0.492330497381026	0	0.179429233741754	0.00607195724134454	0.018451950932484	0.000331681758406699	0.00107440471434808	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1191
"1867"	"Prevotella copri clade B"	"Diagnosis"	"UC"	"diagnosisUC"	-1.37459550956354	0	0.515131660825259	0.00762054535148315	0.0226804436172599	1.88997937422553e-05	8.71536340254216e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	40
"1868"	"Paraprevotella clara"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.53837212153206	0	0.576820540809446	0.00765349331323346	0.0227278509636142	0.000224811505336042	0.000760900479598912	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	178
"1869"	"Coprococcus comes"	"Age"	"Age"	"age"	-0.142403605285352	0	0.0544979859627407	0.00897495291418938	0.0259423934827308	0.124982079627038	0.179078800659637	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	759
"1870"	"Bacteroides finegoldii"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.52686240050506	0	0.976703542737266	0.00967781041968025	0.0276873229283385	0.00382733994067519	0.00900149438163252	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	333
"1871"	"Blautia obeum"	"Diagnosis"	"UC"	"diagnosisUC"	0.386575787185545	0	0.151345280354751	0.010641256792017	0.0298321603609773	6.48190584318087e-07	4.00286115228012e-06	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	899
"1872"	"Bacteroides caecigallinarum"	"Diagnosis"	"UC"	"diagnosisUC"	-1.4211022581191	0	0.570968031368424	0.0128126425612534	0.0350152497408241	0.000843785071010128	0.00237609875996452	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	21
"1873"	"Dysosmobacter welbionis"	"Diagnosis"	"UC"	"diagnosisUC"	0.477534787611012	0	0.191850205292246	0.0128066109174071	0.0350152497408241	1.93610047638515e-06	1.08341259466005e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1191
"1874"	"Akkermansia muciniphila"	"Diagnosis"	"CD"	"diagnosisCD"	-0.356783116015165	0	0.145262786171719	0.0140445492511786	0.0377483483312282	0.0458680207739843	0.0758006728283685	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	407
"1875"	"Roseburia sp. AF02 12"	"Abx"	"Used"	"antibioticsYes"	-0.686664285415592	0	0.281306428255647	0.0146473332662511	0.0392066975373353	0.0659574110530907	0.102277571324616	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	363
"1876"	"Oscillospiraceae bacterium"	"Diagnosis"	"UC"	"diagnosisUC"	-0.614610371403351	0	0.261985979545675	0.0189778053434756	0.048792936369936	4.60625551035321e-08	3.49942864671438e-07	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	81
"1877"	"Clostridium symbiosum"	"Abx"	"Used"	"antibioticsYes"	0.424906123226616	0	0.182585197954282	0.0199564148297982	0.0505769579473745	0.0196939915049561	0.0364218126606544	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	539
"1878"	"Bacteroides fragilis"	"Diagnosis"	"UC"	"diagnosisUC"	0.334039366266006	0	0.144447986608563	0.0207488507823511	0.052394298388141	0.000325985994754419	0.00105920372449436	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	787
"1879"	"Vescimonas coprocola"	"Age"	"Age"	"age"	-0.127870327186372	0	0.0571239680663481	0.0251903778715963	0.0621154089631777	0.0976015182899959	0.143747842837149	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	599
"1880"	"Gemmiger formicilis"	"Age"	"Age"	"age"	-0.131584120352696	0	0.0601214824280632	0.0286232108331363	0.0687097714593959	0.0230780648327183	0.0416588657493172	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	472
"1881"	"Bacteroides cellulosilyticus"	"Diagnosis"	"UC"	"diagnosisUC"	-0.344425898728057	0	0.157668754793308	0.028926223795605	0.0693519525111806	1.94360589323983e-05	8.86375203283362e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	433
"1882"	"Paraprevotella clara"	"Age"	"Age"	"age"	-0.186840886697208	0	0.0865930556912654	0.0309520171060018	0.0737563919818629	0.00529559422719927	0.0117977795441402	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	178
"1883"	"GGB1543 SGB2126"	"Diagnosis"	"CD"	"diagnosisCD"	-0.898095279550714	0	0.416999209159975	0.0312629378452218	0.074316034731829	0.00905831887195685	0.0190929834905917	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	42
"1884"	"Roseburia sp. AF02 12"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-0.819596712909048	0	0.38200202047195	0.0319105126104206	0.075579565625166	0.0187762734193353	0.0352182749498683	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	363
"1885"	"Klebsiella pneumoniae"	"Abx"	"Used"	"antibioticsYes"	0.559074051064181	0	0.263991497454985	0.0341943016674565	0.0799230448064712	0.00073276995978333	0.00209136507440864	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	119
"1886"	"Parabacteroides distasonis"	"Diagnosis"	"UC"	"diagnosisUC"	0.38671494105506	0	0.182826515951026	0.0344127677162734	0.080337572422459	0.215745260799712	0.280921079413681	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1140
"1887"	"Alistipes dispar"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.745341812611071	0	0.361064909704908	0.0389904568687361	0.0886812156329233	0.0118913027433087	0.0237376478202912	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	83
"1888"	"Haemophilus parainfluenzae"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.442078296231263	0	0.214199350555511	0.0390306271465272	0.0886812156329233	0.000679115139894382	0.00196478243213279	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	674
"1889"	"Ruminococcus gnavus"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.720785733521657	0	0.351003127729456	0.0400238859579238	0.0903079366764239	0.025786674917921	0.0459202845081358	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	767
"1890"	"Parabacteroides merdae"	"Age"	"Age"	"age"	-0.110357519371958	0	0.0540250178419256	0.0410810164863889	0.091949949844678	0.00768769560990512	0.01650041984565	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	826
"1891"	"Prevotella copri clade B"	"Age"	"Age"	"age"	0.282155352557018	0	0.139133521906057	0.0425656984654037	0.094305147923144	8.40280358893608e-06	4.22540980472214e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	40
"1892"	"Veillonella dispar"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.453082890492055	0	0.224142156197727	0.043237481342403	0.0955724417907867	0.000416383517968244	0.00129323822051313	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	526
"1893"	"GGB1543 SGB2126"	"Diagnosis"	"UC"	"diagnosisUC"	-0.784142347767144	0	0.400106498732466	0.0500151876847464	0.10858852970666	4.11575050562885e-05	0.000171111517084412	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	42
"1894"	"Veillonella dispar"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.646355471994054	0	0.33171737902363	0.0513536661050142	0.110878523280882	0.123909663118953	0.177995812311648	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	526
"1895"	"Clostridium sp. AF34 10BH"	"Age"	"Age"	"age"	0.118414983150241	0	0.0614389433081205	0.0539347376051093	0.115367392720453	0.0212142168210825	0.0387581539153341	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	960
"1896"	"Alistipes dispar"	"Abx"	"Used"	"antibioticsYes"	0.616100465398166	0	0.32262412292949	0.0561777699783346	0.119707047478371	1.02297915097749e-05	5.04797188519732e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	83
"1897"	"GGB9453 SGB14844"	"Diagnosis"	"CD"	"diagnosisCD"	-0.379967085887271	0	0.199764839894646	0.0571617572474091	0.120750349904257	0.0743596105898097	0.112337265783747	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	222
"1898"	"Alistipes SGB2313"	"Diagnosis"	"UC"	"diagnosisUC"	-0.588067258993787	0	0.309688435753372	0.0575776727658544	0.121468922716429	0.00888938345542634	0.0187743778578604	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	73
"1899"	"Klebsiella pneumoniae"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.999988230171527	0	0.531125400683792	0.0597312228028906	0.124921806255821	0.0100124952255221	0.02057041820652	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	119
"1900"	"Blautia faecis"	"Diagnosis"	"UC"	"diagnosisUC"	0.335994717519106	0	0.178787396563575	0.0602038751469141	0.125414042683444	0.00116503807740942	0.00317082528284625	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1125
"1901"	"Candidatus Cibionibacter quicibialis"	"Age"	"Age"	"age"	0.10771181995064	0	0.0573365701995528	0.0603007060782095	0.125481980486498	0.042684786437684	0.0712087432514918	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	933
"1902"	"Alistipes SGB2313"	"Diagnosis"	"CD"	"diagnosisCD"	-0.548141357818123	0	0.307265355085724	0.0744342613630853	0.146469835552335	0.00189421111523624	0.00481996852455295	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	73
"1903"	"Bacteroides stercoris"	"Age"	"Age"	"age"	-0.0954267668563628	0	0.0540006692758795	0.0772047101604489	0.150777724961856	0.000181101068275069	0.000624976235615925	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	826
"1904"	"GGB51647 SGB4348"	"Age"	"Age"	"age"	-0.174024287656045	0	0.10043859100743	0.0831590245546228	0.159776532920092	0.0117699320760365	0.023539864152073	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	123
"1905"	"Clostridium sp. AF20 17LB"	"Diagnosis"	"CD"	"diagnosisCD"	0.228973572910388	0	0.135278199528468	0.0905292481957596	0.171741894150014	0.0004052986402453	0.00127001591720782	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	654
"1906"	"Hungatella hathewayi"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.36179392400832	0	0.216103418298634	0.094097135279365	0.176624209736676	0.00081619405858413	0.0023045479301199	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	451
"1907"	"Coprococcus eutactus"	"Abx"	"Used"	"antibioticsYes"	-0.664023234585573	0	0.402809977102306	0.0992546983683139	0.18435711084761	0.00488425283010729	0.0110681780871101	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	177
"1908"	"Phocaeicola coprocola"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-0.775203672338969	0	0.474398465253222	0.102242660817563	0.188212711990908	0.00130381161555915	0.0035033716692887	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	101
"1909"	"Dysosmobacter sp. BX15"	"Abx"	"Used"	"antibioticsYes"	-0.314912397944691	0	0.199760074234304	0.114921408069872	0.207730278786799	0.0965437739607125	0.142388582824738	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	621
"1910"	"Alistipes dispar"	"Diagnosis"	"CD"	"diagnosisCD"	-0.428596012382019	0	0.283394982425834	0.130441608024275	0.231394556514616	0.0208749699766509	0.0382707782905267	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	83
"1911"	"Phocaeicola coprocola"	"Abx"	"Used"	"antibioticsYes"	-0.596775382153804	0	0.401888841426365	0.137563300926432	0.24150825697237	0.000984885731369012	0.00273694561138336	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	101
"1912"	"Bacteroides fragilis"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	0.497746488970455	0	0.336302795821577	0.138858684831107	0.242475308453962	0.000635515670477149	0.00184877285956989	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	787
"1913"	"Prevotella copri clade B"	"Abx"	"Used"	"antibioticsYes"	-1.29250046026442	0	0.889021704195448	0.145989065622456	0.251228238956719	0.00244417012686338	0.00611621718949698	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	40
"1914"	"Ruminococcus torques"	"Age"	"Age"	"age"	-0.0871347031220438	0	0.059936388801261	0.146005552680192	0.251228238956719	0.196003083315459	0.259892379864224	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1093
"1915"	"GGB1549 SGB2133"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-0.950872005849095	0	0.742378505825675	0.200248015751173	0.320399973091389	0.00010206781408173	0.000371667626449334	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	46
"1916"	"Alistipes finegoldii"	"Age"	"Age"	"age"	-0.0692550482275962	0	0.055422128773414	0.211448630362726	0.334551112330985	0.021482488018031	0.0390456236609995	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	639
"1917"	"Clostridium sp. 1001270H 150608 G6"	"Abx"	"Used"	"antibioticsYes"	-0.529351657720392	0	0.42752876257565	0.215654446375462	0.33806434611278	0.0607199387381575	0.0954170465885332	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	141
"1918"	"Escherichia coli"	"Read depth"	"Read depth"	"reads"	-0.065109745131934	0	0.05423978680699	0.229981845701789	0.355029834012979	0.111951975731972	0.163514918911428	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	707
"1919"	"Alistipes SGB2313"	"Abx"	"Used"	"antibioticsYes"	-0.703237064629908	0	0.587836890069379	0.231574337235026	0.356296263745858	0.0514867701573783	0.0832730218824932	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	73
"1920"	"Bacteroides ovatus"	"Diagnosis"	"CD"	"diagnosisCD"	0.182411364773338	0	0.164587689701776	0.267735349041867	0.398139172015075	0.00585817158689472	0.012969033953377	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	1176
"1921"	"Bacteroides xylanisolvens"	"Diagnosis"	"UC"	"diagnosisUC"	-0.163927118695916	0	0.148961841893446	0.271130081742466	0.40135468160968	4.35629310402419e-11	6.13366069046606e-10	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	959
"1922"	"Roseburia sp. AF02 12"	"Age"	"Age"	"age"	0.066268834380898	0	0.062340674328542	0.287776876946444	0.42197759413807	0.052604749452954	0.0848100998814037	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	363
"1923"	"Parasutterella SGB9260"	"Diagnosis"	"CD"	"diagnosisCD"	0.190705701851698	0	0.186179094295056	0.305687370234788	0.441799646034597	1.95027968630246e-06	1.08394492038705e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	1527	269
